,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),"476,794.00","424,519.80","32,664.30","35,571.40","37,778.30","33,193.50","42,162.10","39,720.20","33,016.30","33,413.80","42,753.90","32,768.50","36,841.00","35,607.40","44,281.80","36,101.70","42,070.40","36,183.70","38,577.30","35,857.30","44,668.00","32,989.50","43,673.50","34,883.80","38,307.10","38,229.00"
INDUSTRIAS AGROPECUARIAS,"5,343.80","24,290.20",85,"1,885.10",318.5,"2,062.30",143.8,"3,080.80",153.9,"1,201.50",360.6,"1,738.50",408.5,"1,694.20",572.4,"1,913.10",752,"2,642.50",988.9,"1,761.10",353.6,"1,816.70",748.7,"2,369.10",457.9,"2,125.40"
AJO,0,3.5,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANIMALES VIVOS DE GANADERIA,67.70,123.4,0,0.7,20,0,0,8.1,0,0,0,0,10.1,49.4,14.3,4.8,3.1,0,11.5,60.4,0,0,0,0,8.6,0
ANIMALES VIVOS DIVERSOS,7.80,0,0,0,0,0,3.5,0,0,0,0.4,0,0,0,0,0,1.1,0,0,0,1.5,0,0.6,0,0.7,0
ARROZ,47.9,0,0,0,0,0,0,0,0,0,43.5,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0
BANANO,5.90,0.00,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES","1,686.50",162.50,0.4,2.30,52,51.5,19.6,4.1,16.4,1.2,105.4,30.3,226.2,0.50,390.4,8.30,373.7,53.40,324.5,0.00,23.7,2.40,132.1,0.40,22,8.1
CAFE,0,"1,698.60",0,467.1,0,392,0,452.3,0,256.80,0,130.5,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0,0,0
CARDAMOMO,0,2.90,0,0,0,0.20,0,0.2,0,0,0,0,0,0.7,0,0,0,0.00,0,0.00,0,0.00,0,1.10,0,0.70
CAUCHO NATURAL (HULE),171.2,"18,863.90",14.5,"1,295.30",14.5,"1,433.10",0,"2,320.10",14.3,750.70,22.2,"1,179.30",22.5,"1,211.10",25.2,"1,682.50",14.5,"2,296.90",0,"1,366.30",29.1,"1,654.90",0,"2,158.90",14.5,"1,514.70"
