,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),"537,288.60","418,319.70","40,279.20","29,806.80","45,488.40","34,994.30","46,947.10","39,299.90","41,572.60","37,092.40","49,633.20","37,868.80","44,883.20","39,381.50","48,443.60","35,390.30","40,443.00","32,939.70","43,871.80","28,888.00","47,367.30","34,105.20","43,499.70","33,039.10","44,859.40","35,513.70"
INDUSTRIAS AGROPECUARIAS,"10,593.40","23,987.40",496.2,"2,978.60",688.3,"1,952.10",884.8,"2,209.80","1,386.60","1,955.90","1,534.10","2,350.60","1,398.60","1,113.00","1,047.50","2,190.90",567.1,"2,141.90",325.6,"2,387.70",815.5,"2,346.50",733.3,"1,224.40",715.9,"1,136.10"
AJO,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0
ANIMALES VIVOS DE GANADERIA,205.90,4.6,6.7,0,0,0,0,0,6,1.5,112.7,0,14.7,2.6,15.6,0,42.9,0.5,7.3,0,0,0,0,0,0,0
ANIMALES VIVOS DIVERSOS,16.00,0.1,0.7,0,0,0,2.5,0,0.4,0,2.6,0,0,0,0.7,0.1,0.5,0,0.5,0,4,0,0,0,4,0
ARROZ,334.2,0,0,0,0,0,0,0,0,0,267.7,0,66.6,0,0,0,0,0,0,0,0,0,0,0,0,0
AVES DE CORRAL VIVAS,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BANANO,2.80,0.00,0,0.00,2.2,0,0.7,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES","2,768.00",114.00,0.1,1,43.4,16.6,217.3,0.1,391.9,0.00,359.4,2,516.8,0.70,500.7,23.00,479.7,4.4,106.2,1.00,152.5,0.3,0,62.8,0,2.1
CACAO,22.7,0.00,12,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,10.8,0.00
CAFE,0,"6,547.40",0,75.60,0,399.60,0,390.80,0,528.10,0,"1,016.70",0,506.10,0,888.60,0,967.60,0,"1,321.40",0,452.90,0,0.00,0,0.00
CARDAMOMO,0.1,4.30,0,0.00,0,0.00,0,0.3,0,2.1,0,0.00,0,0.00,0,0.00,0,1.10,0.1,0.00,0,0.00,0,0.80,0,0.00
CAUCHO NATURAL (HULE),191,"10,626.40",14.5,"1,529.10",29.3,676,29.3,844.2,14.5,"1,002.20",28.6,898.2,14.8,210.2,14.8,936.8,0,700.3,14.8,726.4,0,"1,603.10",15.5,693.8,14.8,805.9
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",0,12.8,0,0.9,0,0,0,0,0,0,0,2,0,0.9,0,0.9,0,1.2,0,0,0,1,0,4.6,0,1.2
