,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),"2,040,063.60","429,848.70","144,757.00","32,821.40","150,290.80","30,500.00","180,409.00","37,347.90","175,201.30","30,744.70","175,958.20","31,484.60","173,259.00","38,635.60","177,604.70","37,537.30","170,019.70","43,400.70","180,228.00","37,209.60","186,522.10","36,224.60","158,048.50","35,854.60","167,765.20","38,087.80"
INDUSTRIAS AGROPECUARIAS,"43,477.70","56,942.60","1,179.20","4,397.50","2,870.20","4,606.20","1,923.30","5,017.00","2,421.20","3,930.70","12,369.20","4,330.40","2,539.20","4,685.20","2,329.10","6,149.00","1,705.40","5,509.90","1,449.50","4,117.80","1,838.50","4,795.60","2,216.70","4,803.70","10,636.30","4,599.70"
AJO,0.10,0,0.1,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGODON,"1,035.40",0,34.8,0,105.4,0,118.6,0,38.2,0,160.60,0,72.6,0,74.7,0,212.2,0,36.6,0,72.1,0,72.9,0,36.7,0
ANIMALES VIVOS DE GANADERIA,384.60,8.40,44.5,0,54.8,0,58.6,0,55.6,0,93.3,0,0,0,0,0,0,0,18.1,8.4,14.8,0,18.3,0,26.6,0
ANIMALES VIVOS DIVERSOS,103.9,0.00,8.6,0,16.5,0,5.4,0,0,0,3.5,0,16.8,0,10.4,0,5.8,0,14.8,0,6.9,0,7.8,0,7.4,0
BANANO,18.40,0.00,4.7,0,0,0,2,0,0,0,0,0,2,0,2,0,3.9,0,0,0,2,0,2,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",385.90,19.60,14.6,0.00,21.7,0,5.5,5.1,0.3,0,129.8,0.2,98.8,5.20,68.3,0.00,22,4.90,23.9,0.00,0.6,0.00,0,4.30,0.3,0
CAFE,0.00,526.90,0,71.50,0,0.00,0,179.80,0,71.60,0,0.00,0,63.40,0,64.50,0,0.00,0,0.00,0,0.00,0,73.00,0,3.00
CARDAMOMO,0.00,7.90,0.00,0.00,0.00,0.00,0.00,4.40,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3.50,0,0.00,0.00,0.00,0.00,0.00
CAUCHO NATURAL (HULE),"4,146.30","50,429.00",398,"4,124.50",376.80,"4,100.50",258,"4,537.80",196.9,"3,502.80",274.9,"3,774.50",347.6,"4,076.30",311.7,"5,264.40",551.2,"5,107.70",238.7,"3,750.30",445.6,"3,835.40",309.6,"4,022.70",437.20,"4,332.00"
CEBOLLA,"2,516.60",0.00,127.70,0.00,2.80,0.00,0.00,0.00,13.00,0.00,288.90,0.00,294.60,0.00,274.00,0.00,237.10,0.00,238.30,0.00,222.20,0.00,376.70,0.00,441.20,0.00
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",145.30,0.00,0,0.00,0,0,0,0,0,0.00,12,0,97.2,0,36.1,0,0,0,0,0,0,0.00,0,0,0,0
ESPECIAS,133.20,224,2.00,4,1.20,7,16.5,22.3,4.00,9.9,13.70,10.2,2.00,38.5,18.60,18.7,33.00,21.6,15.20,48.6,12.20,19,5.80,19.4,9.00,5
FLORES Y FOLLAJES,23.10,0.00,2,0,1.7,0,0,0,2.2,0,2.3,0,0,0,0,0,13.1,0,1.7,0,0,0,0,0,0,0
FRIJOL,12.80,74.00,0,0,12.8,14.6,0,0,0,0,0,59.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRUTAS FRESCAS, SECAS O CONGELADAS","5,568.80",372.60,257.8,0,227.2,0,395.4,41.5,364.8,41.5,343.4,29.5,487,0,914.3,82.9,285.7,0,444.5,11.3,386.5,82.9,833.1,41.5,628.9,41.50
LEGUMBRES Y HORTALIZAS,"2,216.40",731.70,214.1,136.8,273.8,101.6,281.9,17.5,211.9,16.7,294,21.4,162,0.3,146.1,3.5,140.50,0,104,0,143.8,39.5,118.4,196.40,126.1,198.00
MAIZ,"6,564.00",106.70,11.3,0,"1,675.60",0,582.9,0,"1,266.40",0,"1,364.20",106.7,743.8,0,148.3,0,9.9,0,120.9,0,223,0,340,0,77.6,0
MANZANA,24.20,0.00,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0,24.2,0,0,0,0,0,0.00,0.00
MATERIAS VEGETALES,18.10,0.00,3.2,0,0,0,6.00,0,3.1,0,3,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,599.20,22.80,11.9,12.5,9.2,0,43.1,2.4,96.8,2.4,80.5,0,42.9,0,130.1,0,79.3,0,21.3,0,55,5.7,18.4,0,10.7,0
PIMIENTA,461.80,168.5,13.4,9.9,47.2,9.9,51.5,18.5,64.6,16.4,27.5,22.4,15.1,14.1,45,3.2,10.7,13.3,10.6,15.7,103.5,11.5,40.9,15.6,31.7,18
